id,carat,cut,color,clarity,depth,table,x,y,z,price
22525,1.23,Very Good,I,VS2,60.7,57.0,6.89,6.92,4.19,6310
22526,0.31,Premium,D,SI1,61.1,60.0,4.35,4.38,2.67,571
22527,0.53,Ideal,D,SI1,62.0,56.0,5.21,5.18,3.22,1422
22528,0.36,Ideal,D,SI1,61.3,57.0,4.59,4.52,2.79,851
22529,1.08,Premium,E,SI2,62.4,59.0,6.53,6.51,4.07,4480
22530,0.4,Premium,D,SI2,60.9,60.0,4.75,4.78,2.9,810
22531,1.0,Good,F,SI1,63.4,59.0,6.34,6.23,3.98,4992
22532,1.53,Ideal,H,VS1,60.5,56.0,7.53,7.5,4.54,13063
22533,1.7,Very Good,I,VS1,61.3,59.0,7.73,7.76,4.74,12631
22534,1.03,Fair,I,VS2,65.7,56.0,6.4,6.34,4.18,4107
22535,0.53,Ideal,D,VS2,61.2,56.0,5.22,5.18,3.18,1882
22536,1.21,Very Good,G,VS2,60.0,58.0,6.92,6.94,4.16,8530
22537,1.01,Premium,G,VVS1,62.6,59.0,6.4,6.36,4.0,8192
22538,0.73,Ideal,F,VS1,60.7,56.0,5.81,5.85,3.54,3536
22539,0.54,Ideal,F,VS2,61.1,56.0,5.26,5.29,3.22,1695
22540,0.3,Ideal,G,VS1,62.0,54.0,4.31,4.33,2.68,605
22541,1.0,Good,E,I1,63.3,59.0,6.24,6.29,3.97,3114
22542,1.01,Good,H,VS1,63.8,56.0,6.32,6.37,4.05,4270
22543,1.04,Ideal,G,SI2,62.0,57.0,6.5,6.47,4.03,3597
22544,1.5,Premium,H,VS1,61.0,58.0,7.32,7.3,4.46,11068
22545,0.31,Very Good,I,SI1,60.3,61.0,4.34,4.37,2.62,434
22546,1.06,Premium,E,VS1,61.8,57.0,6.52,6.55,4.04,8462
22547,1.16,Very Good,D,SI2,63.2,57.0,6.67,6.61,4.18,5717
22548,1.03,Very Good,D,SI2,62.5,57.0,6.4,6.45,4.02,4661
22549,0.3,Very Good,D,SI1,62.6,54.0,4.28,4.31,2.69,552
22550,1.57,Premium,E,SI1,62.8,58.0,7.39,7.44,4.66,12644
22551,1.01,Premium,F,SI2,63.6,58.0,6.37,6.4,4.07,4446
22552,0.33,Ideal,F,VVS2,61.9,56.0,4.44,4.47,2.76,897
22553,0.32,Ideal,G,VVS1,61.7,56.0,4.45,4.43,2.74,814
22554,0.5,Premium,E,VS2,62.3,58.0,5.08,5.06,3.16,1599
22555,2.01,Premium,I,VS2,61.6,61.0,8.12,8.06,4.97,15426
22556,0.5,Good,J,SI1,62.5,59.0,5.06,5.09,3.17,985
22557,0.3,Very Good,D,SI1,63.1,57.0,4.26,4.24,2.69,732
22558,0.7,Ideal,G,VS2,61.3,57.0,5.7,5.73,3.49,2010
22559,0.4,Ideal,G,VVS1,61.0,56.0,4.75,4.79,2.91,1200
22560,1.35,Premium,G,VS1,62.3,58.0,7.03,6.97,4.38,10012
22561,1.09,Very Good,J,SI2,61.4,58.0,6.59,6.63,4.06,3299
22562,0.3,Ideal,D,SI1,61.4,57.0,4.26,4.3,2.63,552
22563,0.73,Very Good,H,VS2,62.5,58.0,5.72,5.76,3.58,2473
22564,1.01,Ideal,F,VS2,62.3,56.0,6.41,6.46,4.0,6164
22565,1.01,Good,D,SI1,63.8,56.0,6.27,6.36,4.04,6274
22566,1.51,Ideal,J,VS1,61.3,59.0,7.43,7.46,4.57,10340
22567,0.44,Premium,F,VS1,62.1,58.0,4.84,4.82,3.0,1163
22568,1.72,Ideal,H,SI1,62.8,57.0,7.63,7.69,4.81,12531
22569,1.5,Good,E,SI1,63.2,55.0,7.28,7.34,4.62,9979
22570,1.21,Ideal,H,VS2,60.5,56.0,6.91,6.83,4.16,7513
22571,0.75,Good,E,SI1,63.9,61.0,5.72,5.74,3.66,2906
22572,2.21,Ideal,H,SI2,62.0,56.0,8.38,8.34,5.18,15134
22573,0.41,Ideal,F,VVS2,61.9,56.0,4.73,4.75,2.94,1115
22574,0.73,Ideal,E,VVS2,60.7,57.0,5.82,5.86,3.54,3093
22575,0.76,Ideal,E,VS1,61.6,56.0,5.85,5.9,3.62,3311
22576,0.73,Very Good,D,SI2,62.5,58.0,5.71,5.74,3.58,2686
22577,0.59,Ideal,D,SI1,61.1,56.0,5.47,5.42,3.32,1819
22578,1.02,Premium,F,SI1,62.8,59.0,6.44,6.38,4.02,5042
22579,1.23,Premium,H,VS2,61.5,59.0,6.91,6.84,4.23,7592
22580,1.22,Premium,F,VS1,61.1,58.0,6.87,6.92,4.22,8999
22581,0.31,Ideal,G,VS1,62.6,56.0,4.28,4.3,2.68,802
22582,0.34,Ideal,E,SI1,62.0,56.0,4.46,4.49,2.78,596
22583,0.71,Premium,E,SI2,60.4,58.0,5.75,5.8,3.49,2475
22584,1.01,Ideal,G,VS2,62.1,57.0,6.44,6.4,3.99,5996
22585,0.7,Ideal,H,SI2,61.4,56.0,5.74,5.78,3.53,2351
22586,0.3,Ideal,E,VS2,61.8,56.0,4.27,4.31,2.65,603
22587,0.32,Very Good,E,VVS2,63.0,56.0,4.33,4.37,2.73,789
22588,0.3,Ideal,D,SI1,61.4,55.0,4.33,4.34,2.66,709
22589,2.01,Premium,I,VS1,61.7,58.0,8.13,8.08,4.99,17539
22590,0.33,Ideal,E,VVS2,60.4,57.0,4.51,4.54,2.73,995
22591,1.74,Premium,J,VS2,58.2,60.0,7.97,7.93,4.62,8120
22592,1.5,Ideal,H,VS1,62.0,56.0,7.33,7.37,4.55,12681
22593,0.4,Ideal,F,VS2,61.1,56.0,4.73,4.78,2.91,863
22594,0.33,Ideal,G,SI1,62.5,56.0,4.44,4.45,2.78,493
22595,0.83,Very Good,I,VS2,63.1,56.0,6.01,5.96,3.78,3199
22596,0.4,Ideal,E,VVS1,61.6,56.0,4.75,4.79,2.94,1154
22597,0.42,Ideal,D,SI1,61.4,57.0,4.78,4.81,2.94,990
22598,0.51,Good,E,SI1,63.2,61.0,5.07,5.02,3.19,1169
22599,1.08,Ideal,G,VS2,62.1,57.0,6.6,6.58,4.09,5889
22600,0.7,Very Good,G,VS2,63.2,55.0,5.56,5.61,3.53,2192
22601,0.75,Ideal,E,SI1,61.6,56.0,5.88,5.85,3.62,2870
22602,0.81,Ideal,F,SI1,61.7,57.0,5.97,6.0,3.71,3170
22603,0.39,Ideal,F,SI1,60.5,57.0,4.81,4.78,2.91,694
22604,1.24,Ideal,I,VS2,62.0,56.0,6.89,6.87,4.27,6232
22605,0.32,Ideal,G,VS2,61.9,56.0,4.39,4.4,2.72,556
22606,0.9,Ideal,D,VS2,62.8,57.0,6.11,6.14,3.86,6235
22607,0.56,Premium,G,VVS2,61.1,58.0,5.33,5.32,3.25,2167
22608,0.32,Ideal,H,VS2,61.5,56.0,4.39,4.41,2.71,505
22609,0.3,Good,E,VS2,63.9,59.0,4.22,4.26,2.71,544
22610,0.56,Premium,E,VS2,61.1,60.0,5.35,5.38,3.26,1974
22611,0.71,Fair,F,SI1,65.1,58.0,5.59,5.54,3.62,2287
22612,0.4,Ideal,G,SI1,61.5,57.0,4.75,4.8,2.93,770
22613,0.51,Premium,G,VS1,63.0,58.0,5.14,5.11,3.23,1607
22614,1.11,Premium,G,SI2,61.2,57.0,6.7,6.66,4.09,5113
22615,0.71,Ideal,E,SI1,62.1,55.0,5.7,5.74,3.55,2852
22616,1.2,Ideal,H,VS1,61.1,55.0,6.85,6.88,4.21,7481
22617,1.01,Very Good,G,VS1,63.8,58.0,6.35,6.3,4.03,6073
22618,1.06,Ideal,G,VS1,61.9,57.0,6.52,6.56,4.05,7603
22619,1.0,Premium,H,VS2,62.8,59.0,6.32,6.37,3.98,4844
22620,0.57,Ideal,G,VVS2,61.9,56.0,5.3,5.34,3.29,2227
22621,0.9,Very Good,F,SI1,62.6,57.0,6.14,6.17,3.85,4375
22622,1.22,Premium,J,SI1,62.2,58.0,6.86,6.81,4.26,4235
22623,0.75,Ideal,J,VS1,61.9,55.1,5.82,5.85,3.63,2153
22624,0.34,Very Good,H,VS1,62.8,57.0,4.47,4.5,2.8,596
22625,1.21,Premium,H,VS2,61.7,59.0,6.78,6.74,4.18,7472
22626,0.31,Ideal,H,VS1,62.1,53.6,4.35,4.4,2.72,539
22627,0.77,Ideal,G,SI1,61.3,56.0,5.95,5.88,3.61,2945
22628,1.01,Ideal,F,SI2,61.5,57.0,6.44,6.37,3.95,4179
22629,0.56,Ideal,G,VS1,62.6,56.0,5.23,5.26,3.29,1784
22630,0.72,Premium,F,VS2,61.7,59.0,5.75,5.79,3.56,2607
22631,1.54,Premium,I,SI1,61.8,58.0,7.41,7.34,4.56,9505
22632,0.33,Ideal,G,VS2,62.0,55.0,4.41,4.43,2.74,743
22633,0.31,Premium,H,SI1,60.6,58.0,4.41,4.39,2.67,573
22634,1.1,Ideal,H,VS1,61.9,56.0,6.65,6.61,4.1,5294
22635,0.4,Premium,G,VVS1,62.1,59.0,4.7,4.74,2.93,960
22636,0.54,Premium,G,SI1,60.6,59.0,5.22,5.28,3.18,1389
22637,1.02,Very Good,E,VS2,63.5,56.0,6.39,6.37,4.06,6319
22638,1.08,Very Good,F,VS1,63.1,58.0,6.49,6.54,4.12,7937
22639,1.5,Very Good,G,VS1,63.1,58.0,7.17,7.09,4.5,11511
22640,0.7,Premium,F,SI1,61.9,58.0,5.72,5.65,3.52,2428
22641,2.09,Very Good,H,SI2,61.5,56.0,8.21,8.28,5.06,16779
22642,1.04,Premium,E,VS2,60.6,56.0,6.62,6.56,3.99,6969
22643,0.47,Fair,I,VS2,64.9,56.0,4.9,4.75,3.16,765
22644,0.51,Ideal,D,VS2,61.8,55.0,5.12,5.15,3.18,1793
22645,2.01,Ideal,H,SI2,62.3,57.0,8.04,7.99,5.0,14180
22646,0.6,Ideal,E,VS2,61.9,55.0,5.39,5.44,3.35,2026
22647,0.54,Good,F,SI1,63.3,54.0,5.15,5.18,3.27,1263
22648,0.5,Good,E,SI2,64.0,58.0,5.03,4.93,3.18,1185
22649,0.79,Premium,E,SI1,60.1,60.0,6.05,5.98,3.63,3024
22650,0.7,Premium,E,VS2,62.7,58.0,5.69,5.64,3.56,2939
22651,0.38,Ideal,F,VS2,62.1,54.0,4.62,4.64,2.88,766
22652,1.03,Ideal,F,VS1,62.0,57.0,6.48,6.44,4.0,7695
22653,0.7,Premium,G,VS1,59.3,62.0,5.78,5.7,3.42,2367
22654,0.32,Ideal,F,VVS1,61.8,56.0,4.43,4.41,2.73,990
22655,2.02,Very Good,E,SI2,62.6,59.0,8.02,8.05,5.04,15354
22656,0.72,Ideal,I,VS2,62.3,57.0,5.71,5.75,3.57,2282
22657,1.1,Ideal,E,SI1,62.5,53.0,6.65,6.6,4.14,5908
22658,1.7,Premium,G,VVS2,61.4,58.0,7.74,7.68,4.74,17996
22659,0.9,Premium,H,SI1,59.0,62.0,6.14,6.17,3.64,3420
22660,0.57,Very Good,H,VVS1,62.9,60.0,5.29,5.23,3.31,1875
22661,1.21,Premium,H,VVS2,62.4,59.0,6.79,6.74,4.23,8421
22662,1.25,Ideal,G,VVS2,61.4,54.0,6.93,6.97,4.28,9146
22663,0.71,Very Good,E,SI1,59.5,59.0,5.82,5.87,3.48,2188
22664,1.6,Premium,D,SI1,63.0,58.0,7.44,7.48,4.7,14502
22665,0.33,Ideal,H,VS1,61.5,55.0,4.45,4.49,2.75,579
22666,0.41,Ideal,G,VVS2,61.0,57.0,4.76,4.79,2.92,943
22667,0.73,Ideal,F,SI1,61.7,55.0,5.79,5.83,3.59,2846
22668,0.9,Very Good,G,SI1,63.0,57.0,6.11,6.15,3.87,3669
22669,0.35,Ideal,G,IF,62.5,55.0,4.53,4.49,2.82,1055
22670,2.01,Premium,G,SI1,60.8,59.0,8.01,7.95,4.82,18062
22671,0.51,Very Good,J,VS2,62.2,58.0,5.13,5.16,3.2,1023
22672,0.31,Ideal,F,IF,62.0,55.0,4.38,4.35,2.7,938
22673,0.7,Ideal,G,VVS2,61.1,56.0,5.73,5.76,3.51,3421
22674,0.3,Ideal,G,VVS1,62.3,57.0,4.34,4.31,2.69,789
22675,1.01,Ideal,H,SI1,60.7,56.0,6.47,6.48,3.93,4544
22676,0.31,Ideal,I,VVS2,61.7,55.0,4.35,4.32,2.67,507
22677,0.5,Premium,E,SI2,60.9,58.0,5.1,5.09,3.1,1243
22678,0.4,Ideal,I,SI1,62.4,56.0,4.73,4.76,2.96,555
22679,0.3,Premium,H,VS2,61.2,56.0,4.34,4.3,2.64,608
22680,2.01,Very Good,I,VS2,60.3,61.0,8.01,8.17,4.89,16687
22681,0.4,Ideal,E,VVS2,62.1,56.0,4.73,4.74,2.94,1158
22682,0.7,Ideal,D,VS1,61.6,56.0,5.73,5.76,3.54,3527
22683,0.53,Premium,G,VS1,62.3,55.0,5.24,5.18,3.24,1727
22684,0.41,Premium,G,VS2,61.3,58.0,4.82,4.79,2.95,753
22685,1.51,Premium,J,VS2,62.7,58.0,7.27,7.32,4.59,7151
22686,0.71,Ideal,G,SI1,61.8,56.0,5.69,5.74,3.53,2570
22687,1.51,Very Good,H,SI1,62.5,60.0,7.26,7.29,4.54,9257
22688,1.3,Ideal,J,VVS1,62.5,57.0,6.85,6.9,4.3,6217
22689,1.04,Premium,G,SI1,59.2,58.0,6.65,6.6,3.93,4907
22690,1.11,Ideal,G,SI2,62.6,56.0,6.59,6.64,4.14,4755
22691,0.31,Premium,D,SI1,61.6,60.0,4.27,4.31,2.64,589
22692,0.72,Premium,F,VS2,62.0,59.0,5.76,5.74,3.56,2761
22693,1.0,Very Good,G,VS2,63.2,58.0,6.29,6.25,3.96,5450
22694,0.33,Ideal,G,VVS1,61.8,53.0,4.51,4.48,2.78,928
22695,0.81,Ideal,F,SI2,62.2,57.0,5.96,5.99,3.71,2989
22696,1.62,Very Good,H,SI2,62.4,56.0,7.53,7.57,4.71,7426
22697,0.81,Premium,F,SI1,61.0,58.0,6.05,5.98,3.67,3084
22698,1.5,Ideal,H,SI2,62.8,57.0,7.29,7.27,4.57,8596
22699,1.01,Very Good,G,VS2,61.5,58.0,6.47,6.44,3.97,6040
22700,1.27,Premium,G,VS2,61.1,58.0,6.97,6.93,4.25,8120
22701,1.03,Premium,G,VS1,62.1,58.0,6.46,6.41,4.0,8022
22702,0.73,Ideal,D,SI2,61.2,56.0,5.82,5.85,3.57,2632
22703,0.91,Good,E,SI2,63.5,61.0,6.04,6.1,3.85,3159
22704,0.32,Ideal,H,VVS2,62.4,57.0,4.44,4.41,2.76,828
22705,1.53,Premium,G,SI1,61.0,59.0,7.45,7.38,4.52,12228
22706,0.72,Ideal,F,VS2,61.8,56.0,5.73,5.76,3.55,2724
22707,1.27,Ideal,H,VS1,62.1,57.0,6.9,6.95,4.31,7632
22708,1.5,Very Good,H,SI1,62.4,58.0,7.25,7.3,4.53,8930
22709,0.31,Very Good,G,VS2,61.4,58.0,4.32,4.35,2.67,544
22710,1.03,Ideal,F,SI2,62.8,57.0,6.45,6.41,4.04,4454
22711,0.24,Very Good,G,VVS1,63.0,58.0,3.96,4.01,2.51,536
22712,1.51,Premium,E,SI2,61.7,58.0,7.28,7.33,4.51,7389
22713,0.9,Good,G,SI1,61.3,60.0,6.06,6.09,3.72,3734
22714,1.02,Premium,F,VS2,61.9,58.0,6.46,6.42,3.99,6816
22715,0.53,Ideal,E,SI1,61.8,55.0,5.22,5.23,3.23,1448
22716,0.34,Ideal,I,VS1,62.3,57.0,4.47,4.49,2.79,523
22717,0.7,Premium,D,VS1,60.7,58.0,5.74,5.71,3.48,3471
22718,1.01,Premium,F,SI2,61.6,59.0,6.45,6.38,3.95,3570
22719,0.74,Ideal,E,VS2,62.1,55.0,5.83,5.8,3.61,3285
22720,0.9,Premium,I,VS1,62.7,58.0,6.15,6.17,3.86,3968
22721,0.73,Premium,D,SI1,60.7,58.0,5.8,5.84,3.53,3089
22722,1.14,Premium,H,SI1,60.2,60.0,6.85,6.78,4.09,5393
22723,0.41,Ideal,G,SI1,61.9,57.0,4.8,4.77,2.96,904
22724,0.33,Ideal,G,VS2,61.4,56.0,4.44,4.48,2.74,743
22725,0.41,Ideal,E,VVS1,61.3,56.0,4.79,4.84,2.95,1431
22726,1.0,Good,G,SI1,63.6,58.0,6.35,6.25,4.0,4737
22727,1.2,Premium,H,SI1,61.9,59.0,6.78,6.73,4.18,5818
22728,1.04,Premium,G,VS2,61.7,56.0,6.58,6.52,4.04,6471
22729,1.21,Ideal,G,VS2,61.6,57.0,6.88,6.81,4.22,8085
22730,0.35,Ideal,E,SI2,61.7,55.0,4.58,4.54,2.81,537
22731,1.11,Ideal,D,VS2,60.3,55.0,6.67,6.71,4.04,9548
22732,1.07,Premium,H,VS2,61.1,58.0,6.64,6.61,4.05,5557
22733,0.74,Premium,D,SI1,61.9,58.0,5.83,5.81,3.59,2737
22734,1.57,Ideal,I,SI1,61.9,56.0,7.54,7.45,4.64,9784
22735,1.22,Ideal,I,SI2,62.5,57.0,6.82,6.86,4.28,5199
22736,0.53,Premium,D,SI1,59.5,59.0,5.26,5.31,3.15,1580
22737,1.26,Ideal,H,SI2,62.5,57.0,6.94,6.9,4.32,7044
22738,0.72,Premium,G,SI2,62.7,56.0,5.68,5.73,3.57,2277
22739,0.3,Good,D,SI1,63.5,56.0,4.24,4.27,2.7,552
22740,0.62,Ideal,D,VS2,62.8,54.0,5.49,5.44,3.44,2633
22741,0.51,Very Good,J,VS2,62.3,57.0,5.08,5.13,3.18,950
22742,0.43,Premium,E,VVS2,62.2,58.0,4.85,4.8,3.0,1229
22743,1.0,Ideal,H,SI1,61.8,57.0,6.37,6.35,3.93,5063
22744,0.32,Ideal,J,VS2,62.1,57.0,4.41,4.44,2.75,450
22745,0.33,Ideal,D,VVS2,61.6,55.0,4.48,4.45,2.75,1170
22746,0.54,Ideal,G,VS1,61.9,56.0,5.22,5.25,3.25,1764
22747,0.5,Premium,G,VVS2,59.6,61.0,5.12,5.08,3.05,1835
22748,0.43,Ideal,G,VS2,60.8,55.0,4.88,4.84,2.96,1113
22749,1.05,Ideal,G,VS2,60.5,56.0,6.58,6.55,3.98,6587
22750,0.72,Very Good,D,VS1,63.2,59.0,5.7,5.68,3.59,3088
22751,1.5,Good,F,VS2,61.9,62.0,7.21,7.25,4.48,12154
22752,0.32,Ideal,G,VS2,62.4,54.0,4.4,4.42,2.75,720
22753,0.3,Very Good,G,VVS1,62.9,59.0,4.24,4.27,2.67,811
22754,0.41,Ideal,E,VVS2,61.6,56.0,4.78,4.75,2.94,1183
22755,2.08,Very Good,F,SI2,60.3,61.0,8.27,8.23,4.97,18791
22756,0.75,Very Good,J,SI1,62.3,57.0,5.78,5.81,3.61,1779
22757,0.32,Premium,D,SI1,60.6,58.0,4.42,4.46,2.69,709
22758,0.31,Ideal,G,VVS2,61.4,57.0,4.34,4.37,2.67,816
22759,0.52,Ideal,G,VVS2,62.3,55.0,5.13,5.11,3.19,2079
22760,0.51,Very Good,G,VVS2,60.4,59.0,5.15,5.19,3.12,1829
22761,1.02,Premium,J,SI2,62.6,58.0,6.41,6.38,4.0,3732
22762,0.33,Ideal,F,VVS1,61.1,57.0,4.43,4.45,2.71,888
22763,0.25,Ideal,F,VS2,62.9,58.0,4.03,4.01,2.51,548
22764,1.0,Premium,G,VS2,62.5,60.0,6.38,6.32,3.96,6138
22765,1.01,Premium,H,SI1,62.5,59.0,6.4,6.35,3.98,4326
22766,0.43,Premium,D,VS1,61.7,58.0,4.89,4.85,3.0,1243
22767,1.53,Premium,J,VVS1,62.6,59.0,7.35,7.3,4.58,9106
22768,1.51,Premium,E,SI1,62.2,59.0,7.27,7.3,4.54,11460
22769,0.51,Premium,E,VS2,62.8,58.0,5.07,5.06,3.18,1621
22770,1.2,Ideal,H,SI1,62.5,55.0,6.74,6.77,4.23,6480
22771,0.33,Premium,F,VVS1,62.5,58.0,4.42,4.39,2.75,1021
22772,0.73,Ideal,E,VS1,60.6,57.0,5.84,5.85,3.54,3192
22773,1.0,Ideal,F,VS1,62.4,55.0,6.43,6.4,4.0,7056
22774,0.32,Premium,G,SI1,60.9,58.0,4.45,4.43,2.71,612
22775,0.32,Ideal,F,VVS1,61.0,56.0,4.43,4.46,2.71,990
22776,0.75,Premium,G,VS1,60.8,58.0,5.87,5.83,3.56,3053
22777,1.2,Very Good,I,VS2,61.0,59.0,6.81,6.87,4.16,5557
22778,1.04,Premium,E,SI1,61.9,58.0,6.47,6.49,4.01,5143
22779,0.9,Very Good,G,VS2,63.5,59.0,6.08,6.11,3.86,4082
22780,0.32,Ideal,H,IF,62.6,55.0,4.42,4.4,2.76,945
22781,2.01,Ideal,G,SI2,60.9,57.0,8.14,8.08,4.94,15983
22782,0.41,Ideal,D,VVS1,61.1,58.0,4.75,4.78,2.91,1376
22783,1.2,Fair,I,SI1,65.7,56.0,6.7,6.58,4.4,4032
22784,0.35,Premium,E,VS1,62.2,58.0,4.48,4.52,2.81,1064
22785,0.42,Ideal,F,VVS2,61.9,55.0,4.81,4.83,2.99,1142
22786,0.7,Good,E,VS2,57.3,60.0,5.8,5.85,3.34,2553
22787,0.55,Ideal,F,VS2,61.6,56.0,5.31,5.29,3.26,1832
22788,0.33,Ideal,D,VS2,60.9,56.0,4.44,4.48,2.72,1002
22789,1.21,Ideal,E,SI2,60.9,57.0,6.85,6.87,4.18,6266
22790,0.31,Ideal,E,VVS2,61.5,56.0,4.34,4.37,2.68,760
22791,0.54,Ideal,D,VS2,61.2,56.0,5.25,5.27,3.23,1957
22792,1.51,Premium,I,VVS2,62.2,58.0,7.36,7.27,4.55,10333
22793,0.7,Ideal,F,SI1,61.3,57.0,5.77,5.71,3.52,2633
22794,1.12,Very Good,F,VS2,62.0,58.0,6.61,6.69,4.12,6925
22795,1.01,Very Good,G,VVS2,62.3,54.0,6.41,6.43,4.0,7137
22796,0.91,Premium,G,SI1,61.6,61.0,6.26,6.21,3.83,3772
22797,0.32,Ideal,G,VS1,61.8,55.0,4.39,4.42,2.72,645
22798,0.8,Ideal,I,VS2,61.0,56.0,6.04,6.02,3.67,3266
22799,1.01,Ideal,G,VS2,62.4,54.0,6.38,6.41,3.99,5946
22800,0.52,Premium,F,VS2,59.8,59.0,5.24,5.27,3.15,1744
22801,0.4,Ideal,E,VS1,62.0,57.0,4.69,4.71,2.91,1123
22802,0.9,Premium,G,SI1,62.3,58.0,6.11,6.07,3.8,3841
22803,0.26,Ideal,F,IF,62.7,55.0,4.08,4.1,2.56,597
22804,1.0,Very Good,E,VS2,60.8,61.0,6.32,6.29,3.84,6268
22805,0.91,Fair,F,SI2,64.6,58.0,6.12,6.05,3.91,3326
22806,0.33,Premium,G,VS2,60.8,58.0,4.43,4.46,2.7,579
22807,0.71,Premium,E,VS2,62.7,58.0,5.73,5.68,3.57,2819
22808,0.3,Premium,I,VS1,62.6,59.0,4.32,4.29,2.7,608
22809,0.72,Ideal,E,SI1,61.7,56.0,5.79,5.75,3.55,2937
22810,0.7,Very Good,E,VS2,61.4,60.0,5.73,5.76,3.53,2776
22811,1.55,Premium,G,SI2,61.0,58.0,7.45,7.4,4.53,7964
22812,1.0,Ideal,G,VVS2,61.0,54.0,6.48,6.52,3.96,8491
22813,0.71,Very Good,E,SI1,60.9,60.0,5.81,5.77,3.52,2703
22814,0.32,Ideal,H,VVS1,62.8,56.0,4.39,4.37,2.75,1046
22815,0.55,Ideal,E,SI1,61.5,57.0,5.28,5.31,3.25,1612
22816,1.01,Premium,G,SI2,62.5,61.0,6.41,6.39,3.99,4682
22817,0.3,Ideal,G,VVS1,62.1,54.0,4.29,4.32,2.67,818
22818,1.04,Premium,F,SI2,62.3,58.0,6.47,6.43,4.01,4355
22819,1.05,Premium,G,VS2,61.9,59.0,6.47,6.49,4.02,6400
22820,0.51,Ideal,D,VS2,62.1,56.0,5.12,5.07,3.16,1857
22821,0.73,Ideal,H,IF,61.6,55.0,5.8,5.83,3.58,3785
22822,0.7,Fair,E,SI2,64.4,61.0,5.63,5.56,3.61,2164
22823,1.01,Good,E,SI2,63.7,56.0,6.3,6.38,4.04,3920
22824,0.59,Ideal,G,VS1,61.0,57.0,5.41,5.44,3.31,2070
22825,0.4,Ideal,H,VS1,62.3,56.0,4.72,4.67,2.93,1059
22826,0.94,Premium,J,SI2,62.7,58.0,6.19,6.24,3.91,2836
22827,0.5,Fair,G,VS2,58.6,67.0,5.22,5.15,3.02,1749
22828,0.52,Ideal,E,VS2,61.2,57.0,5.16,5.19,3.17,1571
22829,1.0,Very Good,F,SI2,63.1,56.0,6.25,6.29,3.96,4368
22830,0.5,Premium,D,SI1,61.3,60.0,5.1,5.05,3.11,1585
22831,2.03,Ideal,F,SI1,62.5,57.0,8.1,8.07,5.05,17330
22832,0.31,Ideal,I,VS2,61.7,55.0,4.34,4.37,2.69,454
22833,0.33,Premium,E,SI1,61.9,59.0,4.41,4.43,2.73,579
22834,0.4,Ideal,D,VS2,61.3,57.0,4.79,4.76,2.92,1140
22835,0.41,Premium,F,VVS2,59.5,59.0,4.89,4.85,2.9,1192
22836,1.56,Premium,I,VS1,60.8,58.0,7.41,7.45,4.52,10749
22837,0.37,Premium,F,SI1,61.3,59.0,4.65,4.61,2.84,788
22838,0.4,Very Good,E,VS1,63.4,56.0,4.7,4.67,2.98,986
22839,0.3,Very Good,E,VS2,58.8,63.0,4.38,4.42,2.58,658
22840,0.31,Ideal,F,VS2,61.7,56.0,4.34,4.31,2.67,802
22841,0.72,Very Good,I,VS2,60.8,58.0,5.77,5.74,3.5,2144
22842,1.07,Premium,G,SI2,61.5,57.0,6.59,6.54,4.04,4218
22843,0.71,Ideal,F,VS2,61.6,57.0,5.79,5.76,3.56,2833
22844,0.3,Ideal,F,VS2,62.4,53.0,4.33,4.35,2.7,572
22845,0.51,Ideal,E,VS1,61.9,55.0,5.11,5.14,3.17,1690
22846,0.92,Very Good,F,SI1,62.5,57.0,6.16,6.24,3.87,3795
22847,1.2,Very Good,G,VS2,63.1,54.0,6.7,6.81,4.26,8977
22848,0.5,Ideal,G,VS2,61.4,56.0,5.13,5.16,3.16,1577
22849,0.55,Ideal,F,SI1,61.8,57.0,5.26,5.3,3.26,1571
22850,0.32,Very Good,H,VVS1,62.2,55.0,4.39,4.41,2.73,730
22851,1.05,Very Good,E,SI1,62.4,56.0,6.5,6.58,4.08,5086
22852,0.31,Premium,G,VS2,62.5,58.0,4.34,4.3,2.7,650
22853,1.06,Ideal,G,SI2,61.5,56.7,6.57,6.54,4.03,5347
22854,1.01,Very Good,I,SI2,63.1,59.0,6.25,6.19,3.93,4078
22855,0.7,Very Good,E,VS2,63.4,56.0,5.65,5.62,3.57,2990
22856,1.01,Premium,D,SI2,61.3,59.0,6.44,6.42,3.94,4168
22857,0.31,Ideal,E,VS1,62.5,56.0,4.29,4.32,2.69,734
22858,1.2,Ideal,I,VS1,62.6,56.0,6.78,6.7,4.22,5717
22859,0.31,Premium,D,SI1,62.2,58.0,4.31,4.34,2.7,566
22860,0.4,Ideal,I,VVS1,61.9,56.0,4.73,4.74,2.93,1035
22861,2.03,Premium,I,VS2,59.7,58.0,8.21,8.26,4.96,14229
22862,1.11,Very Good,H,SI2,60.8,58.0,6.68,6.75,4.08,5820
22863,0.32,Ideal,G,VS1,61.4,56.0,4.41,4.38,2.7,828
22864,0.71,Premium,H,VS2,61.1,58.0,5.75,5.78,3.52,2599
22865,0.31,Ideal,G,VVS1,61.8,56.0,4.34,4.38,2.69,837
22866,0.9,Premium,G,VS1,59.6,60.0,6.31,6.28,3.75,4540
22867,1.5,Premium,G,VS1,60.9,60.0,7.38,7.36,4.48,14180
22868,1.0,Fair,E,SI2,66.3,57.0,6.1,6.05,4.01,3774
22869,0.53,Ideal,F,VS2,62.7,53.0,5.2,5.22,3.25,1613
